MAE,RMSE,R2,MBE,Model,FeatureSet,FeatureCount,RowsTrain,RowsTest,Section,TimeTaken_sec,BenchmarkSource
0.5845210527684089,0.7661726016955457,0.7680674666218031,0.0243951776389496,RandomForestRegressor,Mordred2D,1395.0,1405.0,352.0,02_RF_Mordred_Baseline,,
0.5844631819660239,0.7667140928419341,0.7677395149483686,0.025169878615308224,Interpretability_RF,Mordred2D,1395.0,,,05_Interpretability_RF,,
,0.6974630756738447,0.8078011088112675,,CatBoostRegressor,,,,,04_LazyPredict_Top_Row_ReportOnly,52.65217661857605,LazyPredict
