RawRows,CleanRows,ValidMolecules,Mordred2DDescriptorCount,TargetMean,TargetStd,TargetMin,TargetMax
1765,1757,1757,1395,6.727825198260482,1.5476638844084718,2.4559319556497243,10.221848749616356
