MAE,RMSE,R2,MBE,Model,FeatureSet,FeatureCount,RowsTrain,RowsTest
0.5845210527684089,0.7661726016955457,0.7680674666218031,0.02439517763894966,RandomForestRegressor,Mordred2D,1395,1405,352
